500, 184.30890242258707, 33.394742012023926, 33.86375109354655, 1.191544532775879, 0.02257823944091797, 0.021235148111979168, 1.3828039169311523, 0.03742376963297526, 0.03675619761149088
1000, 686.2467686335245, 60.71016788482666, 63.96938959757487, 0.9465376536051432, 0.021600723266601562, 0.02033710479736328, 1.2985070546468098, 0.03600915273030599, 0.03596941630045573
1500, 1649.873423576355, 103.67097854614258, 100.42612552642822, 1.3831377029418945, 0.02415180206298828, 0.023873647054036457, 1.9305308659871419, 0.04057089487711588, 0.0412146250406901
2000, 3177.8953552246094, 127.30811436971028, 135.91060638427734, 2.138519287109375, 0.026297569274902344, 0.024501482645670574, 3.025658925374349, 0.04225571950276693, 0.042335192362467446
2500, 5277.820110321045, 171.10989093780518, 176.7603874206543, 9.382065137227377, 0.02944469451904297, 0.027219454447428387, 10.521125793457031, 0.04813671112060547, 0.046221415201822914
3000, 8172.844139734904, 205.32071590423584, 228.64321867624918, 4.880547523498535, 0.030239423116048176, 0.02849896748860677, 6.284705797831218, 0.04906654357910156, 0.048192342122395836
3500, 11892.005125681559, 247.25494384765625, 269.05702749888104, 3.380997975667318, 0.03136793772379557, 0.02976258595784505, 5.3646087646484375, 0.04976590474446615, 0.04951953887939453
4000, 16091.088835398356, 274.68905448913574, 291.1857604980469, 11.832348505655924, 0.031256675720214844, 0.031375885009765625, 19.165873527526855, 0.050361951192220054, 0.051887830098470054
4500, 21965.12695153554, 328.7461042404175, 354.39456303914386, 4.3755849202473955, 0.03190835316975912, 0.0303347905476888, 6.050594647725423, 0.05044142405192057, 0.05047321319580078
5000, 28529.35361067454, 368.9885377883911, 395.0161774953206, 4.961029688517253, 0.03299713134765625, 0.03133614857991537, 6.70928955078125, 0.05201498667399088, 0.05127588907877604
5500, 36125.882705052696, 412.38215764363605, 420.83793481191, 11.97218100229899, 0.03465811411539713, 0.03196398417154948, 14.056205749511719, 0.05508263905843099, 0.05229314168294271
6000, 44106.016643842064, 455.8718760808309, 472.3536094029744, 25.745280583699543, 0.03841718037923177, 0.03417332967122396, 28.417317072550457, 0.058873494466145836, 0.055249532063802086
6500, 51637.48648961385, 514.4632895787557, 532.6783895492554, 20.928208033243816, 0.035850207010904946, 0.033442179361979164, 23.826956748962402, 0.05593299865722656, 0.05446275075276693
7000, 62242.866230010986, 524.997878074646, 553.6113182703654, 7.2541554768880205, 0.03637472788492838, 0.031216939290364582, 10.259381930033365, 0.0568389892578125, 0.052650769551595054
7500, 73586.64713700612, 577.7298291524252, 614.7356271743774, 28.742297490437824, 0.03429253896077474, 0.03480116526285807, 33.6233933766683, 0.056640307108561196, 0.0572045644124349
8000, 86122.7039496104, 633.5923115412394, 684.0509255727133, 25.127426783243816, 0.041413307189941406, 0.03505547841389974, 28.68839104970296, 0.06306966145833333, 0.05840460459391276
8500, 96910.25286515553, 654.0105819702148, 689.3121083577474, 17.174935340881348, 0.039458274841308594, 0.036907196044921875, 21.16529146830241, 0.06150404612223307, 0.05850791931152344
9000, 111213.11151981354, 669.9578682581583, 742.7759567896525, 22.948726018269856, 0.03760655721028646, 0.03553231557210287, 27.44905948638916, 0.05826155344645182, 0.057037671407063804
9500, 126412.76746590932, 726.438562075297, 789.6051724751791, 10.070975621541342, 0.038139025370279946, 0.036938985188802086, 14.346822102864584, 0.05924701690673828, 0.05926291147867838
10000, 138892.3749446869, 751.0101715723673, 882.1584701538086, 41.19969209035238, 0.03780523935953776, 0.036787986755371094, 45.22723356882731, 0.06035963694254557, 0.05943775177001953
